devid,pid,time,diff,data,rawdata,validity 
,0,16:59:37:38,0s,,317e001a90007d33a2004106846a464101ff0402848af4f4f4f4f4f4f4f4fe,invalid
0a,920,16:59:37:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000398f4f4f4f4f4f4f4f4feae,valid
09,3433,16:59:37:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d69f4f4f4f4f4f4f4f4fe76,valid
07,3357,16:59:37:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d1df4f4f4f4f4f4f4f4feab,valid
08,3430,16:59:37:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d66f4f4f4f4f4f4f4f4fec1,valid
03,164670,16:59:37:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302833ef4f4f4f4f4f4f4f4feef,valid
06,3307,16:59:37:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cebf4f4f4f4f4f4f4f4fef9,valid
01,164891,16:59:37:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102841bf4f4f4f4f4f4f4f4febe,valid
05,165328,16:59:37:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d0f4f4f4f4f4f4f4f4fe97,valid
02,165153,16:59:37:87,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028521f4f4f4f4f4f4f4f4fe10,valid
04,165003,16:59:37:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402848bf4f4f4f4f4f4f4f4fe4b,valid
09,3434,16:59:37:95,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6af4f4f4f4f4f4f4f4fe75,valid
0a,921,16:59:37:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000399f4f4f4f4f4f4f4f4fead,valid
07,3358,16:59:38:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d1ef4f4f4f4f4f4f4f4feaa,valid
08,3431,16:59:38:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d67f4f4f4f4f4f4f4f4fec0,valid
03,164671,16:59:38:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302833ff4f4f4f4f4f4f4f4feee,valid
06,3308,16:59:38:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cecf4f4f4f4f4f4f4f4fef8,valid
01,164892,16:59:38:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102841cf4f4f4f4f4f4f4f4febd,valid
05,165329,16:59:38:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d1f4f4f4f4f4f4f4f4fe96,valid
02,165154,16:59:38:40,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028522f4f4f4f4f4f4f4f4fe0f,valid
04,165004,16:59:38:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402848cf4f4f4f4f4f4f4f4fe4a,valid
0a,922,16:59:38:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039af4f4f4f4f4f4f4f4feac,valid
09,3435,16:59:38:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6bf4f4f4f4f4f4f4f4fe74,valid
07,3359,16:59:38:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d1ff4f4f4f4f4f4f4f4fea9,valid
08,3432,16:59:38:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d68f4f4f4f4f4f4f4f4febf,valid
03,164672,16:59:38:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028340f4f4f4f4f4f4f4f4feed,valid
06,3309,16:59:38:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cedf4f4f4f4f4f4f4f4fef7,valid
01,164893,16:59:38:87,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102841df4f4f4f4f4f4f4f4febc,valid
05,165330,16:59:38:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d2f4f4f4f4f4f4f4f4fe95,valid
02,165155,16:59:38:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028523f4f4f4f4f4f4f4f4fe0e,valid
04,165005,16:59:39:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402848df4f4f4f4f4f4f4f4fe49,valid
0a,923,16:59:39:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039bf4f4f4f4f4f4f4f4feab,valid
09,3436,16:59:39:13,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6cf4f4f4f4f4f4f4f4fe73,valid
07,3360,16:59:39:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d20f4f4f4f4f4f4f4f4fea8,valid
08,3433,16:59:39:18,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d69f4f4f4f4f4f4f4f4febe,valid
03,164673,16:59:39:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028341f4f4f4f4f4f4f4f4feec,valid
06,3310,16:59:39:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000ceef4f4f4f4f4f4f4f4fef6,valid
01,164894,16:59:39:40,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102841ef4f4f4f4f4f4f4f4febb,valid
05,165331,16:59:39:43,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d3f4f4f4f4f4f4f4f4fe94,valid
02,165156,16:59:39:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028524f4f4f4f4f4f4f4f4fe0d,valid
04,165006,16:59:39:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402848ef4f4f4f4f4f4f4f4fe48,valid
0a,924,16:59:39:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039cf4f4f4f4f4f4f4f4feaa,valid
09,3437,16:59:39:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6df4f4f4f4f4f4f4f4fe72,valid
07,3361,16:59:39:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d21f4f4f4f4f4f4f4f4fea7,valid
08,3434,16:59:39:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6af4f4f4f4f4f4f4f4febd,valid
03,164674,16:59:39:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028342f4f4f4f4f4f4f4f4feeb,valid
06,3311,16:59:39:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000ceff4f4f4f4f4f4f4f4fef5,valid
01,164895,16:59:39:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102841ff4f4f4f4f4f4f4f4feba,valid
05,165332,16:59:39:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d4f4f4f4f4f4f4f4f4fe93,valid
02,165157,16:59:40:27,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028525f4f4f4f4f4f4f4f4fe0c,valid
04,165007,16:59:40:57,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402848ff4f4f4f4f4f4f4f4fe47,valid
0a,925,16:59:40:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039df4f4f4f4f4f4f4f4fea9,valid
09,3438,16:59:40:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6ef4f4f4f4f4f4f4f4fe71,valid
07,3362,16:59:40:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d22f4f4f4f4f4f4f4f4fea6,valid
08,3435,16:59:40:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6bf4f4f4f4f4f4f4f4febc,valid
03,164675,16:59:40:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028343f4f4f4f4f4f4f4f4feea,valid
06,3312,16:59:40:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf0f4f4f4f4f4f4f4f4fef4,valid
01,164896,16:59:40:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028420f4f4f4f4f4f4f4f4feb9,valid
05,165333,16:59:40:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d5f4f4f4f4f4f4f4f4fe92,valid
02,165158,16:59:40:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028526f4f4f4f4f4f4f4f4fe0b,valid
04,165008,16:59:40:85,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028490f4f4f4f4f4f4f4f4fe46,valid
0a,926,16:59:40:87,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039ef4f4f4f4f4f4f4f4fea8,valid
09,3439,16:59:40:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d6ff4f4f4f4f4f4f4f4fe70,valid
07,3363,16:59:40:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d23f4f4f4f4f4f4f4f4fea5,valid
08,3436,16:59:40:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6cf4f4f4f4f4f4f4f4febb,valid
03,164676,16:59:40:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028344f4f4f4f4f4f4f4f4fee9,valid
06,3313,16:59:40:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf1f4f4f4f4f4f4f4f4fef3,valid
01,164897,16:59:41:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028421f4f4f4f4f4f4f4f4feb8,valid
05,165334,16:59:41:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d6f4f4f4f4f4f4f4f4fe91,valid
02,165159,16:59:41:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028527f4f4f4f4f4f4f4f4fe0a,valid
04,165009,16:59:41:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028491f4f4f4f4f4f4f4f4fe45,valid
0a,927,16:59:41:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00039ff4f4f4f4f4f4f4f4fea7,valid
07,3364,16:59:41:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d24f4f4f4f4f4f4f4f4fea4,valid
09,3440,16:59:41:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d70f4f4f4f4f4f4f4f4fe6f,valid
08,3437,16:59:41:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6df4f4f4f4f4f4f4f4feba,valid
03,164677,16:59:41:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028345f4f4f4f4f4f4f4f4fee8,valid
06,3314,16:59:41:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf2f4f4f4f4f4f4f4f4fef2,valid
01,164898,16:59:41:55,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028422f4f4f4f4f4f4f4f4feb7,valid
05,165335,16:59:41:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d7f4f4f4f4f4f4f4f4fe90,valid
02,165160,16:59:41:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028528f4f4f4f4f4f4f4f4fe09,valid
04,165010,16:59:41:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028492f4f4f4f4f4f4f4f4fe44,valid
0a,928,16:59:41:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a0f4f4f4f4f4f4f4f4fea6,valid
09,3441,16:59:41:72,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d71f4f4f4f4f4f4f4f4fe6e,valid
07,3365,16:59:41:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d25f4f4f4f4f4f4f4f4fea3,valid
08,3438,16:59:41:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6ef4f4f4f4f4f4f4f4feb9,valid
03,164678,16:59:41:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028346f4f4f4f4f4f4f4f4fee7,valid
06,3315,16:59:42:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf3f4f4f4f4f4f4f4f4fef1,valid
01,164899,16:59:42:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028423f4f4f4f4f4f4f4f4feb6,valid
05,165336,16:59:42:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d8f4f4f4f4f4f4f4f4fe8f,valid
02,165161,16:59:42:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028529f4f4f4f4f4f4f4f4fe08,valid
04,165011,16:59:42:18,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028493f4f4f4f4f4f4f4f4fe43,valid
0a,929,16:59:42:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a1f4f4f4f4f4f4f4f4fea5,valid
09,3442,16:59:42:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d72f4f4f4f4f4f4f4f4fe6d,valid
07,3366,16:59:42:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d26f4f4f4f4f4f4f4f4fea2,valid
08,3439,16:59:42:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d6ff4f4f4f4f4f4f4f4feb8,valid
03,164679,16:59:42:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028347f4f4f4f4f4f4f4f4fee6,valid
06,3316,16:59:42:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf4f4f4f4f4f4f4f4f4fef0,valid
01,164900,16:59:42:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028424f4f4f4f4f4f4f4f4feb5,valid
05,165337,16:59:42:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285d9f4f4f4f4f4f4f4f4fe8e,valid
02,165162,16:59:42:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852af4f4f4f4f4f4f4f4fe07,valid
04,165012,16:59:42:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028494f4f4f4f4f4f4f4f4fe42,valid
0a,930,16:59:42:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a2f4f4f4f4f4f4f4f4fea4,valid
09,3443,16:59:42:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d73f4f4f4f4f4f4f4f4fe6c,valid
07,3367,16:59:42:82,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d27f4f4f4f4f4f4f4f4fea1,valid
08,3440,16:59:42:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d70f4f4f4f4f4f4f4f4feb7,valid
03,164680,16:59:42:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028348f4f4f4f4f4f4f4f4fee5,valid
06,3317,16:59:43:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf5f4f4f4f4f4f4f4f4feef,valid
01,164901,16:59:43:14,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028425f4f4f4f4f4f4f4f4feb4,valid
05,165338,16:59:43:17,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285daf4f4f4f4f4f4f4f4fe8d,valid
02,165163,16:59:43:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852bf4f4f4f4f4f4f4f4fe06,valid
04,165013,16:59:43:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028495f4f4f4f4f4f4f4f4fe41,valid
0a,931,16:59:43:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a3f4f4f4f4f4f4f4f4fea3,valid
09,3444,16:59:43:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d74f4f4f4f4f4f4f4f4fe6b,valid
07,3368,16:59:43:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d28f4f4f4f4f4f4f4f4fea0,valid
08,3441,16:59:43:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d71f4f4f4f4f4f4f4f4feb6,valid
03,164681,16:59:43:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028349f4f4f4f4f4f4f4f4fee4,valid
06,3318,16:59:43:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf6f4f4f4f4f4f4f4f4feee,valid
01,164902,16:59:43:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028426f4f4f4f4f4f4f4f4feb3,valid
05,165339,16:59:43:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285dbf4f4f4f4f4f4f4f4fe8c,valid
02,165164,16:59:43:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852cf4f4f4f4f4f4f4f4fe05,valid
04,165014,16:59:43:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028496f4f4f4f4f4f4f4f4fe40,valid
0a,932,16:59:43:82,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a4f4f4f4f4f4f4f4f4fea2,valid
09,3445,16:59:43:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d75f4f4f4f4f4f4f4f4fe6a,valid
07,3369,16:59:43:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d29f4f4f4f4f4f4f4f4fe9f,valid
08,3442,16:59:43:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d72f4f4f4f4f4f4f4f4feb5,valid
03,164682,16:59:44:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302834af4f4f4f4f4f4f4f4fee3,valid
06,3319,16:59:44:17,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf7f4f4f4f4f4f4f4f4feed,valid
01,164903,16:59:44:21,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028427f4f4f4f4f4f4f4f4feb2,valid
05,165340,16:59:44:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285dcf4f4f4f4f4f4f4f4fe8b,valid
02,165165,16:59:44:27,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852df4f4f4f4f4f4f4f4fe04,valid
04,165015,16:59:44:32,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028497f4f4f4f4f4f4f4f4fe3f,valid
0a,933,16:59:44:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a5f4f4f4f4f4f4f4f4fea1,valid
09,3446,16:59:44:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d76f4f4f4f4f4f4f4f4fe69,valid
07,3370,16:59:44:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d2af4f4f4f4f4f4f4f4fe9e,valid
08,3443,16:59:44:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d73f4f4f4f4f4f4f4f4feb4,valid
03,164683,16:59:44:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302834bf4f4f4f4f4f4f4f4fee2,valid
06,3320,16:59:44:72,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf8f4f4f4f4f4f4f4f4feec,valid
01,164904,16:59:44:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028428f4f4f4f4f4f4f4f4feb1,valid
02,165166,16:59:44:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852ef4f4f4f4f4f4f4f4fe03,valid
05,165341,16:59:44:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285ddf4f4f4f4f4f4f4f4fe8a,valid
04,165016,16:59:44:87,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028498f4f4f4f4f4f4f4f4fe3e,valid
0a,934,16:59:44:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a6f4f4f4f4f4f4f4f4fea0,valid
09,3447,16:59:44:94,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d77f4f4f4f4f4f4f4f4fe68,valid
07,3371,16:59:44:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d2bf4f4f4f4f4f4f4f4fe9d,valid
08,3444,16:59:45:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d74f4f4f4f4f4f4f4f4feb3,valid
03,164684,16:59:45:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302834cf4f4f4f4f4f4f4f4fee1,valid
06,3321,16:59:45:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cf9f4f4f4f4f4f4f4f4feeb,valid
01,164905,16:59:45:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028429f4f4f4f4f4f4f4f4feb0,valid
05,165342,16:59:45:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285def4f4f4f4f4f4f4f4fe89,valid
02,165167,16:59:45:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202852ff4f4f4f4f4f4f4f4fe02,valid
04,165017,16:59:45:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028499f4f4f4f4f4f4f4f4fe3d,valid
0a,935,16:59:45:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a7f4f4f4f4f4f4f4f4fe9f,valid
09,3448,16:59:45:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d78f4f4f4f4f4f4f4f4fe67,valid
07,3372,16:59:45:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d2cf4f4f4f4f4f4f4f4fe9c,valid
08,3445,16:59:45:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d75f4f4f4f4f4f4f4f4feb2,valid
03,164685,16:59:45:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302834df4f4f4f4f4f4f4f4fee0,valid
06,3322,16:59:45:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cfaf4f4f4f4f4f4f4f4feea,valid
01,164906,16:59:45:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102842af4f4f4f4f4f4f4f4feaf,valid
05,165343,16:59:45:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285dff4f4f4f4f4f4f4f4fe88,valid
02,165168,16:59:45:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028530f4f4f4f4f4f4f4f4fe01,valid
04,165018,16:59:45:92,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402849af4f4f4f4f4f4f4f4fe3c,valid
0a,936,16:59:45:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a8f4f4f4f4f4f4f4f4fe9e,valid
09,3449,16:59:46:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d79f4f4f4f4f4f4f4f4fe66,valid
07,3373,16:59:46:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d2df4f4f4f4f4f4f4f4fe9b,valid
08,3446,16:59:46:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d76f4f4f4f4f4f4f4f4feb1,valid
06,3323,16:59:46:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cfbf4f4f4f4f4f4f4f4fee9,valid
01,164907,16:59:46:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102842bf4f4f4f4f4f4f4f4feae,valid
05,165344,16:59:46:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285e0f4f4f4f4f4f4f4f4fe87,valid
02,165169,16:59:46:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028531f4f4f4f4f4f4f4f4fe00,valid
04,165019,16:59:46:46,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402849bf4f4f4f4f4f4f4f4fe3b,valid
0a,937,16:59:46:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003a9f4f4f4f4f4f4f4f4fe9d,valid
09,3450,16:59:46:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d7af4f4f4f4f4f4f4f4fe65,valid
07,3374,16:59:46:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000d2ef4f4f4f4f4f4f4f4fe9a,valid
08,3447,16:59:46:85,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d77f4f4f4f4f4f4f4f4feb0,valid
06,3324,16:59:46:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000cfcf4f4f4f4f4f4f4f4fee8,valid
01,164908,16:59:46:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102842cf4f4f4f4f4f4f4f4fead,valid
05,165345,16:59:46:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050285e1f4f4f4f4f4f4f4f4fe86,valid
02,165170,16:59:46:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028532f4f4f4f4f4f4f4f4feff,valid
04,165020,16:59:47:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402849cf4f4f4f4f4f4f4f4fe3a,valid
0a,938,16:59:47:11,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0003aaf4f4f4f4f4f4f4f4fe9c,valid
