devid,pid,time,diff,data,rawdata,validity 
01,165920,17:8:48:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028820f4f4f4f4f4f4f4f4feb5,valid
0a,1952,17:8:48:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a0f4f4f4f4f4f4f4f4fea2,valid
05,166360,17:8:48:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289d8f4f4f4f4f4f4f4f4fe8b,valid
,0,17:8:48:55,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3124f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:48:61,0s,,7e001a90007d33a20041063455233401ff09007d316ef4f4f4f4f4f4f4f4fe,invalid
04,166033,17:8:48:65,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028891f4f4f4f4f4f4f4f4fe41,valid
02,166184,17:8:48:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028928f4f4f4f4f4f4f4f4fe05,valid
06,4339,17:8:48:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f3f4f4f4f4f4f4f4f4feed,valid
03,165699,17:8:48:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028743f4f4f4f4f4f4f4f4fee6,valid
,0,17:8:48:90,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d316ef4f4f4f4f4f4f4f4fe,invalid
01,165921,17:8:48:92,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028821f4f4f4f4f4f4f4f4feb4,valid
0a,1953,17:8:49:26,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a1f4f4f4f4f4f4f4f4fea1,valid
05,166361,17:8:49:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289d9f4f4f4f4f4f4f4f4fe8a,valid
,0,17:8:49:93,0s,,7e001a90007d33a20041063455233401ff09007d316ff4f4f4f4f4f4f4f4fe,invalid
,0,17:8:49:12,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3125f4f4f4f4f4f4f4f4fe,invalid
04,166034,17:8:49:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028892f4f4f4f4f4f4f4f4fe40,valid
02,166185,17:8:49:18,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028929f4f4f4f4f4f4f4f4fe04,valid
06,4340,17:8:49:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f4f4f4f4f4f4f4f4f4feec,valid
03,165700,17:8:49:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028744f4f4f4f4f4f4f4f4fee5,valid
,0,17:8:49:40,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d316ff4f4f4f4f4f4f4f4fe,invalid
01,165922,17:8:49:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028822f4f4f4f4f4f4f4f4feb3,valid
0a,1954,17:8:49:55,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a2f4f4f4f4f4f4f4f4fea0,valid
,0,17:8:49:61,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3126f4f4f4f4f4f4f4f4fe,invalid
05,166362,17:8:49:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289daf4f4f4f4f4f4f4f4fe89,valid
,0,17:8:49:69,0s,,7e001a90007d33a20041063455233401ff09007d3170f4f4f4f4f4f4f4f4fe,invalid
04,166035,17:8:49:73,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028893f4f4f4f4f4f4f4f4fe3f,valid
02,166186,17:8:49:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892af4f4f4f4f4f4f4f4fe03,valid
06,4341,17:8:49:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f5f4f4f4f4f4f4f4f4feeb,valid
03,165701,17:8:49:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028745f4f4f4f4f4f4f4f4fee4,valid
,0,17:8:49:97,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3170f4f4f4f4f4f4f4f4fe,invalid
01,165923,17:8:50:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028823f4f4f4f4f4f4f4f4feb2,valid
0a,1955,17:8:50:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a3f4f4f4f4f4f4f4f4fe9f,valid
05,166363,17:8:50:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289dbf4f4f4f4f4f4f4f4fe88,valid
,0,17:8:50:16,0s,,7e001a90007d33a20041063455233401ff09007d3171f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:50:19,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3127f4f4f4f4f4f4f4f4fe,invalid
04,166036,17:8:50:57,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028894f4f4f4f4f4f4f4f4fe3e,valid
02,166187,17:8:50:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892bf4f4f4f4f4f4f4f4fe02,valid
06,4342,17:8:50:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f6f4f4f4f4f4f4f4f4feea,valid
03,165702,17:8:50:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028746f4f4f4f4f4f4f4f4fee3,valid
,0,17:8:50:68,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3171f4f4f4f4f4f4f4f4fe,invalid
01,165924,17:8:50:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028824f4f4f4f4f4f4f4f4feb1,valid
0a,1956,17:8:50:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a4f4f4f4f4f4f4f4f4fe9e,valid
05,166364,17:8:50:79,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289dcf4f4f4f4f4f4f4f4fe87,valid
,0,17:8:50:85,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3128f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:51:26,0s,,7e001a90007d33a20041063455233401ff09007d3172f4f4f4f4f4f4f4f4fe,invalid
02,166188,17:8:51:55,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892cf4f4f4f4f4f4f4f4fe01,valid
04,166037,17:8:51:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028895f4f4f4f4f4f4f4f4fe3d,valid
06,4343,17:8:51:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f7f4f4f4f4f4f4f4f4fee9,valid
03,165703,17:8:51:14,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028747f4f4f4f4f4f4f4f4fee2,valid
,0,17:8:51:18,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3172f4f4f4f4f4f4f4f4fe,invalid
01,165925,17:8:51:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028825f4f4f4f4f4f4f4f4feb0,valid
0a,1957,17:8:51:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a5f4f4f4f4f4f4f4f4fe9d,valid
05,166365,17:8:51:27,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289ddf4f4f4f4f4f4f4f4fe86,valid
,0,17:8:51:30,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3129f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:51:32,0s,,7e001a90007d33a20041063455233401ff09007d3173f4f4f4f4f4f4f4f4fe,invalid
04,166038,17:8:51:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028896f4f4f4f4f4f4f4f4fe3c,valid
02,166189,17:8:51:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892df4f4f4f4f4f4f4f4fe00,valid
06,4344,17:8:51:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f8f4f4f4f4f4f4f4f4fee8,valid
03,165704,17:8:51:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028748f4f4f4f4f4f4f4f4fee1,valid
,0,17:8:51:55,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3173f4f4f4f4f4f4f4f4fe,invalid
01,165926,17:8:51:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028826f4f4f4f4f4f4f4f4feaf,valid
0a,1958,17:8:51:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a6f4f4f4f4f4f4f4f4fe9c,valid
05,166366,17:8:51:72,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289def4f4f4f4f4f4f4f4fe85,valid
,0,17:8:51:77,0s,,7e001a90007d33a20041063455233401ff09007d3174f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:51:80,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312af4f4f4f4f4f4f4f4fe,invalid
04,166039,17:8:51:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028897f4f4f4f4f4f4f4f4fe3b,valid
02,166190,17:8:51:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892ef4f4f4f4f4f4f4f4feff,valid
06,4345,17:8:51:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010f9f4f4f4f4f4f4f4f4fee7,valid
03,165705,17:8:52:15,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028749f4f4f4f4f4f4f4f4fee0,valid
,0,17:8:52:74,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3174f4f4f4f4f4f4f4f4fe,invalid
01,165927,17:8:52:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028827f4f4f4f4f4f4f4f4feae,valid
0a,1959,17:8:52:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a7f4f4f4f4f4f4f4f4fe9b,valid
05,166367,17:8:52:26,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289dff4f4f4f4f4f4f4f4fe84,valid
,0,17:8:52:30,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312bf4f4f4f4f4f4f4f4fe,invalid
,0,17:8:52:33,0s,,7e001a90007d33a20041063455233401ff09007d3175f4f4f4f4f4f4f4f4fe,invalid
02,166191,17:8:52:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202892ff4f4f4f4f4f4f4f4fefe,valid
04,166040,17:8:52:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028898f4f4f4f4f4f4f4f4fe3a,valid
06,4346,17:8:52:43,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010faf4f4f4f4f4f4f4f4fee6,valid
,0,17:8:52:61,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3175f4f4f4f4f4f4f4f4fe,invalid
01,165928,17:8:52:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028828f4f4f4f4f4f4f4f4fead,valid
0a,1960,17:8:52:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a8f4f4f4f4f4f4f4f4fe9a,valid
05,166368,17:8:52:79,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e0f4f4f4f4f4f4f4f4fe83,valid
,0,17:8:52:84,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312cf4f4f4f4f4f4f4f4fe,invalid
,0,17:8:52:87,0s,,7e001a90007d33a20041063455233401ff09007d3176f4f4f4f4f4f4f4f4fe,invalid
02,166192,17:8:52:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028930f4f4f4f4f4f4f4f4fefd,valid
04,166041,17:8:52:94,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028899f4f4f4f4f4f4f4f4fe39,valid
06,4347,17:8:52:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010fbf4f4f4f4f4f4f4f4fee5,valid
,0,17:8:53:14,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3176f4f4f4f4f4f4f4f4fe,invalid
01,165929,17:8:53:17,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028829f4f4f4f4f4f4f4f4feac,valid
0a,1961,17:8:53:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007a9f4f4f4f4f4f4f4f4fe99,valid
05,166369,17:8:53:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e1f4f4f4f4f4f4f4f4fe82,valid
,0,17:8:53:39,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312df4f4f4f4f4f4f4f4fe,invalid
,0,17:8:53:42,0s,,7e001a90007d33a20041063455233401ff09007d3177f4f4f4f4f4f4f4f4fe,invalid
04,166042,17:8:53:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889af4f4f4f4f4f4f4f4fe38,valid
02,166193,17:8:53:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028931f4f4f4f4f4f4f4f4fefc,valid
06,4348,17:8:53:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010fcf4f4f4f4f4f4f4f4fee4,valid
,0,17:8:53:68,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3177f4f4f4f4f4f4f4f4fe,invalid
01,165930,17:8:53:73,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882af4f4f4f4f4f4f4f4feab,valid
0a,1962,17:8:53:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007aaf4f4f4f4f4f4f4f4fe98,valid
05,166370,17:8:53:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e2f4f4f4f4f4f4f4f4fe81,valid
,0,17:8:53:89,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312ef4f4f4f4f4f4f4f4fe,invalid
,0,17:8:53:95,0s,,7e001a90007d33a20041063455233401ff09007d3178f4f4f4f4f4f4f4f4fe,invalid
04,166043,17:8:53:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889bf4f4f4f4f4f4f4f4fe37,valid
02,166194,17:8:54:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028932f4f4f4f4f4f4f4f4fefb,valid
06,4349,17:8:54:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010fdf4f4f4f4f4f4f4f4fee3,valid
03,165709,17:8:54:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302874df4f4f4f4f4f4f4f4fedc,valid
,0,17:8:54:26,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3178f4f4f4f4f4f4f4f4fe,invalid
01,165931,17:8:54:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882bf4f4f4f4f4f4f4f4feaa,valid
0a,1963,17:8:54:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007abf4f4f4f4f4f4f4f4fe97,valid
05,166371,17:8:54:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e3f4f4f4f4f4f4f4f4fe80,valid
,0,17:8:54:42,0s,,7e001a90007d33a200416756dd2a3b01ff07007d312ff4f4f4f4f4f4f4f4fe,invalid
,0,17:8:54:47,0s,,7e001a90007d33a20041063455233401ff09007d3179f4f4f4f4f4f4f4f4fe,invalid
04,166044,17:8:54:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889cf4f4f4f4f4f4f4f4fe36,valid
02,166195,17:8:54:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028933f4f4f4f4f4f4f4f4fefa,valid
06,4350,17:8:54:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010fef4f4f4f4f4f4f4f4fee2,valid
03,165710,17:8:54:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302874ef4f4f4f4f4f4f4f4fedb,valid
,0,17:8:54:76,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3179f4f4f4f4f4f4f4f4fe,invalid
01,165932,17:8:54:80,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882cf4f4f4f4f4f4f4f4fea9,valid
0a,1964,17:8:54:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007acf4f4f4f4f4f4f4f4fe96,valid
05,166372,17:8:54:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e4f4f4f4f4f4f4f4f4fe7f,valid
,0,17:8:54:96,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3130f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:54:99,0s,,7e001a90007d33a20041063455233401ff09007d317af4f4f4f4f4f4f4f4fe,invalid
04,166045,17:8:55:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889df4f4f4f4f4f4f4f4fe35,valid
02,166196,17:8:55:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028934f4f4f4f4f4f4f4f4fef9,valid
06,4351,17:8:55:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff060010fff4f4f4f4f4f4f4f4fee1,valid
03,165711,17:8:55:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff0302874ff4f4f4f4f4f4f4f4feda,valid
,0,17:8:55:29,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d317af4f4f4f4f4f4f4f4fe,invalid
01,165933,17:8:55:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882df4f4f4f4f4f4f4f4fea8,valid
0a,1965,17:8:55:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007adf4f4f4f4f4f4f4f4fe95,valid
05,166373,17:8:55:46,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e5f4f4f4f4f4f4f4f4fe7d,valid
,0,17:8:55:52,0s,,5e7e001a90007d33a20041063455233401ff09007d317bf4f4f4f4f4f4f4f4,invalid
,0,17:8:55:56,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3131f4f4f4f4f4f4f4f4fe,invalid
04,166046,17:8:55:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889ef4f4f4f4f4f4f4f4fe34,valid
02,166197,17:8:55:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028935f4f4f4f4f4f4f4f4fef8,valid
,0,17:8:55:67,0s,,7e001a90007d33a20041de598f849b01ff06007d3100f4f4f4f4f4f4f4f4fe,invalid
03,165712,17:8:55:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028750f4f4f4f4f4f4f4f4fed9,valid
,0,17:8:55:81,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d317bf4f4f4f4f4f4f4f4fe,invalid
01,165934,17:8:55:86,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882ef4f4f4f4f4f4f4f4fea7,valid
0a,1966,17:8:55:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007aef4f4f4f4f4f4f4f4fe94,valid
05,166374,17:8:56:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e6f4f4f4f4f4f4f4f4fe7d,valid
,0,17:8:56:35,0s,,5d7e001a90007d33a200416756dd2a3b01ff07007d3132f4f4f4f4f4f4f4f4,invalid
,0,17:8:56:70,0s,,7e001a90007d33a20041063455233401ff09007d317cf4f4f4f4f4f4f4f4fe,invalid
02,166198,17:8:56:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028936f4f4f4f4f4f4f4f4fef7,valid
04,166047,17:8:56:14,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402889ff4f4f4f4f4f4f4f4fe33,valid
,0,17:8:56:17,0s,,7e001a90007d33a20041de598f849b01ff06007d3101f4f4f4f4f4f4f4f4fe,invalid
03,165713,17:8:56:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028751f4f4f4f4f4f4f4f4fed8,valid
,0,17:8:56:35,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d317cf4f4f4f4f4f4f4f4fe,invalid
01,165935,17:8:56:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff0102882ff4f4f4f4f4f4f4f4fea6,valid
0a,1967,17:8:56:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007aff4f4f4f4f4f4f4f4fe93,valid
05,166375,17:8:56:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e7f4f4f4f4f4f4f4f4fe7c,valid
,0,17:8:56:56,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3133f4f4f4f4f4f4f4f4fe,invalid
04,166048,17:8:56:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff040288a0f4f4f4f4f4f4f4f4fe32,valid
02,166199,17:8:56:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028937f4f4f4f4f4f4f4f4fef6,valid
,0,17:8:56:70,0s,,7e001a90007d33a20041de598f849b01ff06007d3102f4f4f4f4f4f4f4f4fe,invalid
03,165714,17:8:56:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028752f4f4f4f4f4f4f4f4fed7,valid
01,165936,17:8:56:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028830f4f4f4f4f4f4f4f4fea5,valid
0a,1968,17:8:57:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007b0f4f4f4f4f4f4f4f4fe92,valid
05,166376,17:8:57:73,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e8f4f4f4f4f4f4f4f4fe7b,valid
,0,17:8:57:10,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3134f4f4f4f4f4f4f4f4fe,invalid
04,166049,17:8:57:17,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff040288a1f4f4f4f4f4f4f4f4fe31,valid
02,166200,17:8:57:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028938f4f4f4f4f4f4f4f4fef5,valid
,0,17:8:57:28,0s,,7e001a90007d33a20041de598f849b01ff06007d3103f4f4f4f4f4f4f4f4fe,invalid
03,165715,17:8:57:37,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028753f4f4f4f4f4f4f4f4fed6,valid
01,165937,17:8:57:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028831f4f4f4f4f4f4f4f4fea4,valid
0a,1969,17:8:57:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007b1f4f4f4f4f4f4f4f4fe91,valid
05,166377,17:8:57:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289e9f4f4f4f4f4f4f4f4fe7a,valid
,0,17:8:57:65,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3135f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:57:69,0s,,7e001a90007d33a20041063455233401ff09007d317ff4f4f4f4f4f4f4f4fe,invalid
04,166050,17:8:57:74,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff040288a2f4f4f4f4f4f4f4f4fe30,valid
02,166201,17:8:57:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff02028939f4f4f4f4f4f4f4f4fef4,valid
,0,17:8:57:80,0s,,7e001a90007d33a20041de598f849b01ff06007d3104f4f4f4f4f4f4f4f4fe,invalid
03,165716,17:8:57:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028754f4f4f4f4f4f4f4f4fed5,valid
,0,17:8:57:95,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d317ff4f4f4f4f4f4f4f4fe,invalid
01,165938,17:8:58:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028832f4f4f4f4f4f4f4f4fea3,valid
0a,1970,17:8:58:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007b2f4f4f4f4f4f4f4f4fe90,valid
05,166378,17:8:58:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289eaf4f4f4f4f4f4f4f4fe79,valid
,0,17:8:58:16,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3136f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:58:20,0s,,7e001a90007d33a20041063455233401ff09007d3180f4f4f4f4f4f4f4f4fe,invalid
04,166051,17:8:58:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff040288a3f4f4f4f4f4f4f4f4fe2f,valid
,0,17:8:58:32,0s,,7e001a90007d33a20041de598f849b01ff06007d3105f4f4f4f4f4f4f4f4fe,invalid
02,166202,17:8:58:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202893af4f4f4f4f4f4f4f4fef3,valid
03,165717,17:8:58:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028755f4f4f4f4f4f4f4f4fed4,valid
,0,17:8:58:49,0s,,7e001a90007d33a20041bc3a9a6ea101ff08007d3180f4f4f4f4f4f4f4f4fe,invalid
01,165939,17:8:58:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff01028833f4f4f4f4f4f4f4f4fea2,valid
0a,1971,17:8:58:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a0007b3f4f4f4f4f4f4f4f4fe8f,valid
05,166379,17:8:58:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff050289ebf4f4f4f4f4f4f4f4fe78,valid
,0,17:8:59:18,0s,,7e001a90007d33a20041063455233401ff09007d3181f4f4f4f4f4f4f4f4fe,invalid
,0,17:8:59:20,0s,,7e001a90007d33a200416756dd2a3b01ff07007d3137f4f4f4f4f4f4f4f4fe,invalid
04,166052,17:8:59:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff040288a4f4f4f4f4f4f4f4f4fe2e,valid
02,166203,17:8:59:26,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff0202893bf4f4f4f4f4f4f4f4fef2,valid
,0,17:8:59:30,0s,,7e001a90007d33a20041de598f849b01ff06007d3106f4f4f4f4f4f4f4f4fe,invalid
03,165718,17:8:59:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff03028756f4f4f4f4f4f4f4f4fed3,valid
